Age,Income,Customer_Type
35,107463,Silver
43,111682,Premium
24,59204,Premium
42,91277,VIP
56,119937,Regular
32,31520,VIP
56,56522,Gold
24,71585,Basic
53,26249,Premium
64,27033,Premium
52,89456,VIP
56,25861,Regular
62,93491,Regular
25,67301,Silver
57,61001,Gold
39,82404,Gold
33,83882,Silver
47,101993,Gold
28,71907,Gold
38,108503,Basic
58,58556,Regular
32,74833,Silver
37,119110,Basic
39,72303,Premium
66,90727,Basic
46,21170,Basic
26,88426,VIP
47,78846,Regular
67,59063,Premium
56,23681,Gold
30,111150,Premium
41,52744,Basic
29,73401,Silver
34,105939,Silver
56,58627,Silver
31,57226,Gold
26,30074,Premium
22,65992,Silver
56,58552,Gold
27,105833,Gold
46,41626,Regular
38,59608,Gold
52,70585,VIP
49,25759,Basic
21,74936,Regular
39,78293,Gold
67,23210,VIP
65,44554,Silver
48,46424,Premium
27,96824,Premium
69,85070,Silver
31,107517,Regular
19,44889,Gold
37,69368,VIP
47,80511,Silver
42,20611,Silver
55,118657,VIP
29,78445,Premium
26,107920,Regular
60,45470,Silver
65,63333,Regular
25,63269,Basic
52,71213,Silver
27,112499,Gold
40,75139,Regular
59,31746,Premium
61,34572,Basic
63,32605,Regular
49,89487,Gold
19,108371,Premium
45,38055,Basic
39,58402,Silver
63,49134,Gold
70,63614,Premium
56,68769,Regular
69,115927,Gold
57,96666,Premium
31,20494,VIP
66,58191,Silver
63,90253,Silver
49,92225,Silver
64,24030,Silver
52,92385,Silver
45,79813,Gold
69,87593,Premium
34,92495,Premium
54,59586,Regular
33,47324,Gold
42,45811,VIP
51,90145,Premium
53,75366,VIP
18,117976,Gold
43,84027,Premium
29,101562,Basic
24,108359,Regular
62,116181,Basic
34,73695,Gold
25,92800,Premium
18,84751,Premium
63,31461,VIP
44,88619,Regular
24,50792,Basic
18,69804,Basic
66,116714,Premium
42,114716,Premium
47,115889,Basic
44,34811,Premium
21,71906,Basic
22,75005,Regular
45,85249,Basic
35,82833,Basic
55,90224,Silver
46,63713,Regular
42,45387,Silver
30,110209,Gold
40,20060,Silver
20,56857,Silver
57,61894,VIP
19,33289,Gold
28,80719,Silver
30,67416,VIP
47,112011,Regular
29,25606,Gold
45,117741,Regular
49,70138,Gold
68,40334,VIP
34,42590,Premium
59,71130,Regular
37,50344,Gold
35,108357,Gold
48,70134,VIP
23,42269,VIP
26,35831,Premium
43,82293,Silver
48,83063,Regular
30,39989,Premium
38,20653,VIP
66,47446,Premium
34,113158,Basic
26,91833,VIP
25,100774,Gold
65,97748,Premium
44,79118,Gold
28,72008,Regular
26,95101,Silver
28,33279,Gold
46,95772,Gold
20,41637,VIP
44,70530,VIP
67,82823,Basic
60,23966,Basic
35,33734,Regular
27,30862,Gold
67,73523,Silver
33,43111,Gold
38,82468,Regular
66,106506,VIP
33,41735,Regular
62,94252,Silver
35,41825,Gold
22,77144,Premium
68,41512,Basic
35,62778,Basic
64,110898,Regular
63,86783,Gold
24,88588,Basic
52,36193,Gold
55,21093,VIP
22,69894,Silver
49,72144,Premium
23,100721,Silver
37,59969,Premium
53,82715,Regular
32,21547,Silver
20,57550,Basic
20,109313,Basic
37,61950,Premium
28,77959,Silver
35,58845,Silver
39,67651,Silver
63,114866,Premium
61,94495,Basic
36,77022,Silver
29,111720,Premium
40,69202,VIP
48,39068,Regular
30,44244,Basic
61,61558,Regular
56,22701,Silver
41,26555,Premium
52,93419,Premium
28,38951,Gold
31,58381,Silver
46,96047,VIP
50,92098,Gold
67,103577,Silver
40,119628,Basic
26,90827,Basic
41,42731,Silver
25,66269,Gold
34,119261,Silver
67,87687,Silver
38,24949,Silver
35,45367,Silver
24,93632,Basic
63,95414,VIP
57,99746,VIP
60,74527,Premium
46,94711,Gold
34,108403,Silver
44,116171,Premium
49,104152,Silver
48,47273,Regular
50,82607,Premium
20,91580,Regular
50,104395,Gold
19,34286,Silver
57,39904,Gold
38,103870,Basic
37,81207,Basic
40,52572,Premium
48,27079,Gold
69,37783,Premium
21,43503,Premium
32,105294,VIP
39,46554,Basic
54,35119,Silver
27,73351,Gold
18,99681,Premium
29,97139,Regular
40,78874,Silver
18,38839,Regular
42,61206,Basic
50,32099,VIP
44,40329,Regular
22,119528,Regular
34,62356,Silver
20,37221,Silver
25,26621,Silver
28,42049,Premium
30,38024,Gold
64,33911,VIP
24,92093,Basic
20,42218,Regular
66,95088,Basic
41,112001,Premium
19,92910,Premium
37,113683,Premium
27,53310,Silver
33,104545,Silver
49,68307,VIP
19,119887,Gold
46,109409,Basic
64,70781,Basic
57,103435,VIP
57,27104,Regular
42,107017,Gold
20,26945,VIP
27,109281,Gold
57,21032,Regular
25,56970,VIP
39,20601,Basic
21,44095,Regular
41,88866,VIP
24,116397,VIP
45,79742,VIP
30,86267,Basic
24,90449,Silver
31,53327,Regular
50,64603,Gold
26,57607,Gold
27,32265,Premium
34,51174,Regular
68,23718,Basic
48,87226,VIP
57,58814,VIP
37,37250,Basic
67,27868,Gold
23,64068,Regular
35,65200,Gold
35,47835,Premium
38,109084,VIP
63,49566,Silver
67,114855,Basic
66,93900,Basic
70,58645,Premium
45,69625,Premium
54,69996,Basic
35,61649,Premium
19,117785,Basic
30,64129,Regular
41,50526,Gold
25,55817,Regular
64,69609,Basic
54,100122,Gold
48,74900,Basic
43,50108,Gold
31,20749,Premium
28,35172,VIP
68,73718,Silver
67,54813,Silver
62,104295,Gold
65,102046,Premium
37,111166,Regular
66,51618,VIP
69,67104,Gold
34,71787,Gold
62,28420,Gold
28,105803,VIP
49,44249,Premium
20,20487,Silver
63,110214,Silver
59,100710,VIP
61,112117,VIP
68,88482,Premium
70,116793,Regular
21,56753,VIP
22,41129,Basic
54,45063,Silver
64,112039,VIP
59,73763,Silver
25,31469,Silver
25,108798,Gold
42,110894,Premium
46,88875,Premium
59,28887,Regular
27,64296,VIP
39,112384,Gold
60,80057,VIP
20,67936,VIP
51,108175,Basic
38,55912,Basic
32,107053,Gold
25,25876,Basic
51,75959,Gold
58,75925,Regular
54,87550,Gold
63,43599,Basic
39,92472,Silver
31,53208,Regular
61,111014,Regular
35,33911,Regular
55,77029,Silver
40,80824,Silver
53,86495,Silver
33,68118,Premium
23,91475,Silver
70,81141,Silver
58,40538,Gold
48,81190,Gold
31,80333,Premium
27,100746,VIP
70,39337,Basic
52,59384,Gold
56,54719,Regular
30,101940,Regular
46,99337,Basic
23,96742,VIP
33,62445,Silver
44,56964,Premium
47,93930,Silver
44,36882,Regular
54,48581,Premium
32,23655,Premium
48,53975,Basic
49,85905,Basic
65,117922,Basic
25,85361,Silver
46,21610,Premium
53,105357,Silver
28,112267,VIP
36,104769,Premium
63,106071,Gold
56,55044,Silver
37,96542,Gold
58,103290,VIP
52,79604,Gold
24,114093,Premium
41,99704,Gold
23,100010,Gold
29,95415,Regular
19,112054,Basic
66,94685,Premium
49,102895,Gold
30,79704,Basic
34,37845,Gold
52,70141,VIP
58,60166,VIP
60,105438,VIP
34,31992,Premium
23,66911,Regular
23,72764,VIP
34,32839,VIP
21,65795,Gold
18,79804,Basic
57,67379,Gold
59,71743,Premium
21,30874,Silver
60,76282,Silver
21,106759,Regular
26,44860,Gold
67,77818,Gold
46,30576,Silver
62,35446,Basic
22,96255,Regular
39,90371,Premium
45,110354,Basic
53,103936,Gold
34,46056,VIP
58,39519,VIP
39,50005,VIP
33,48666,VIP
42,48405,Gold
55,74577,VIP
24,24863,Gold
24,38298,VIP
57,54822,Regular
64,53854,Regular
28,25748,Gold
69,56691,Premium
58,47652,Silver
30,33356,Premium
36,105493,Regular
59,35633,VIP
45,52761,Regular
48,88136,Silver
55,106864,Premium
61,105193,Basic
68,109856,Premium
59,20890,Gold
58,60831,Regular
27,95144,VIP
57,66284,VIP
40,28212,Silver
39,105658,VIP
50,90118,Basic
58,51142,Premium
20,89785,Basic
70,53653,Basic
68,39610,Regular
26,82064,Silver
68,57773,Gold
54,53361,Basic
25,111441,Basic
29,109581,Premium
31,36123,Basic
42,84634,Silver
30,71943,Silver
63,88222,Basic
51,116513,Basic
26,73876,Silver
24,107486,VIP
45,111087,VIP
37,67096,Gold
63,26347,Regular
48,92885,Regular
52,91915,Regular
19,90038,Regular
67,110942,Gold
45,94304,Silver
34,80964,Regular
23,36196,VIP
66,89391,Gold
54,87652,Premium
53,42421,Silver
39,66510,Basic
48,111369,Premium
34,94602,Silver
35,99559,Basic
51,57890,Premium
37,31085,Regular
22,113882,Regular
63,117642,VIP
58,116118,Premium
53,94998,Premium
35,42642,VIP
24,82577,VIP
59,80642,Premium
48,76085,VIP
49,66952,VIP
70,33256,Basic
51,27231,Silver
30,77404,Gold
57,60754,Gold
64,52804,Gold
67,41272,Regular
59,34315,Basic
56,108387,VIP
40,84605,Basic
39,42351,Silver
42,82196,Premium
26,21198,Silver
19,95193,Gold
35,57473,Regular
43,89808,Regular
18,74962,Gold
39,52146,Gold
27,109502,Basic
26,46754,Gold
45,95677,Silver
37,82767,Silver
29,78838,Regular
61,30762,VIP
44,116584,Regular
32,54687,Premium
46,52627,Basic
65,115183,Silver
35,49999,VIP
33,89446,VIP
34,115680,Gold
53,62369,Gold
47,46970,Regular
35,32396,Basic
41,114632,VIP
44,48268,Gold
48,40749,VIP
65,25952,Gold
42,48110,Silver
37,27190,Gold
69,98920,Basic
37,50671,Basic
45,78158,Basic
23,60663,Basic
45,83153,Basic
45,56427,Basic
19,62732,Regular
35,42805,Gold
33,44526,Premium
26,81443,Basic
70,104663,Silver
57,22675,Silver
20,57443,Gold
53,34265,Silver
19,59282,Gold
46,54025,Gold
53,37689,Gold
39,106158,Basic
57,104914,Gold
47,50743,VIP
62,47526,Premium
63,69720,Gold
60,26876,Gold
52,61181,Gold
61,70634,VIP
48,62137,Basic
42,107802,Gold
32,70182,Gold
23,86853,Gold
19,86662,Silver
68,76714,Premium
51,61551,Silver
24,99841,VIP
25,94526,Basic
51,93133,Premium
58,103238,Regular
35,98391,Regular
60,103293,VIP
25,56762,Basic
19,70669,Gold
48,77288,Premium
68,93500,Gold
32,55310,Gold
58,31185,Gold
27,81355,Gold
64,95527,Basic
39,56917,Silver
34,60564,Silver
24,101965,Silver
39,39969,Regular
38,57931,Basic
23,53038,Gold
37,29598,Gold
60,26471,Basic
45,109370,Basic
61,64339,Silver
52,57096,Basic
59,108537,Basic
24,118865,Basic
41,111544,Regular
63,72438,Silver
31,65475,Silver
46,108656,Silver
29,46173,Gold
23,38892,Regular
24,44314,Premium
63,41304,Basic
28,69654,Basic
50,81326,Gold
33,91222,Gold
61,107774,Premium
21,79008,Premium
27,20356,Gold
36,37458,VIP
18,72642,Silver
57,84432,Gold
57,26248,Basic
56,27614,Silver
59,87523,Gold
55,26917,Regular
44,79511,Premium
67,50225,Basic
54,92040,Premium
35,43500,Silver
52,111170,VIP
45,59601,Premium
19,26067,Regular
57,88259,Silver
18,83130,VIP
44,44664,VIP
31,33282,Premium
27,32689,Regular
38,36034,Basic
18,52297,Regular
22,68243,Basic
61,23425,Gold
61,70640,Premium
59,78942,Gold
54,112388,Gold
34,39881,Regular
70,77593,Premium
45,66325,Regular
22,72010,Silver
60,61223,Regular
45,33849,Silver
48,109988,Premium
23,23478,Gold
56,36906,Gold
48,29061,Premium
31,55274,Basic
65,31537,Silver
48,61679,Premium
53,103896,Regular
59,118447,Regular
29,38515,VIP
38,89716,Silver
19,66141,Regular
23,26962,VIP
36,48170,VIP
54,33078,VIP
21,93029,Basic
30,52317,Gold
60,89147,Basic
21,35890,Regular
52,66675,Silver
32,46207,Silver
20,118354,Regular
67,44669,Gold
31,96093,Basic
42,43890,Premium
66,98161,VIP
18,60318,Regular
27,64294,Regular
33,77734,Gold
70,113761,Basic
46,30401,Silver
29,59207,Premium
51,61807,Regular
21,39542,Silver
49,64856,Regular
41,91851,Silver
23,114437,Regular
67,50044,VIP
36,33316,Premium
25,47337,Regular
62,31121,Gold
22,32657,Regular
65,116419,Silver
49,25612,Regular
21,93892,Silver
38,91466,Gold
30,83733,Basic
61,22128,Silver
65,52706,Basic
64,25584,Premium
50,73168,Premium
48,54826,Gold
61,38073,VIP
33,56367,Silver
59,67379,Silver
45,51764,Premium
29,71062,Regular
50,41869,Silver
18,41069,Regular
19,42122,Premium
32,100412,Silver
18,37156,VIP
34,88281,Gold
70,102037,Silver
50,68831,Silver
63,90818,Premium
37,110728,Silver
57,102148,Regular
37,32627,VIP
62,23233,Premium
54,94604,Regular
40,110146,Premium
38,68383,Premium
35,32705,VIP
60,35034,Premium
61,59348,Silver
24,28569,VIP
44,93524,Regular
24,94373,Premium
64,90280,Basic
55,33522,VIP
22,66331,Regular
39,77743,VIP
29,113335,Silver
47,96900,VIP
70,74488,Premium
24,74268,Basic
44,51190,Gold
27,20383,Silver
70,55931,Gold
25,86183,Premium
23,117189,Silver
38,33867,Regular
18,40148,Basic
64,77366,Gold
45,81010,Gold
69,72853,Premium
66,50264,Regular
39,32147,Silver
32,35930,Regular
21,58662,Regular
67,55304,Basic
65,61009,Silver
47,24551,VIP
44,26906,VIP
49,55688,VIP
43,77812,Premium
57,88313,Basic
67,63295,VIP
46,42869,Regular
29,23050,Silver
26,105767,VIP
32,107498,VIP
39,44195,Basic
57,20825,VIP
68,75729,VIP
33,114162,Premium
25,108117,Gold
30,21710,Silver
45,109507,Gold
70,119746,VIP
21,86136,Premium
23,91914,VIP
24,73317,Premium
36,76868,Premium
34,112934,Premium
45,33763,VIP
47,106933,Silver
60,102828,Gold
36,62082,Gold
40,52372,Gold
22,52567,VIP
33,21178,Gold
29,87120,Regular
39,37168,Basic
38,40947,Gold
38,113145,VIP
18,62396,VIP
21,69292,Basic
22,34502,Gold
27,82023,Regular
51,103649,Basic
61,32909,Premium
47,97119,Premium
53,88444,Regular
58,54800,Basic
40,37406,Premium
31,51275,Gold
48,49345,Gold
42,102995,Premium
49,106879,Gold
55,103368,Regular
69,100027,Silver
38,74970,Premium
64,78845,Gold
50,102439,Silver
39,91195,Basic
20,83978,Premium
51,112344,Silver
68,68960,Premium
48,52098,Silver
44,93845,Basic
63,50415,Premium
60,102978,Basic
36,74581,Gold
31,98118,Basic
26,98362,Silver
22,101040,Regular
19,88599,Basic
58,72115,Premium
30,49080,Basic
29,29319,Silver
66,88014,VIP
37,42028,Silver
23,81433,VIP
48,66098,Silver
53,44163,Regular
53,70737,Silver
57,79483,VIP
18,23139,Basic
50,77452,Gold
33,20982,Basic
44,64727,Premium
36,55132,Gold
27,115723,VIP
49,106726,Basic
30,91720,Gold
19,98521,Basic
70,80424,Silver
34,33411,Premium
53,66684,Basic
50,94293,Regular
56,35282,Gold
50,84354,Gold
26,85782,Premium
38,23591,Regular
45,85074,Regular
19,115181,Silver
42,117018,Silver
43,67332,Regular
64,88935,Regular
23,94240,VIP
68,94282,Premium
56,56783,Gold
46,34316,Premium
46,65233,Basic
18,81437,Gold
68,25500,Regular
28,91894,Gold
53,105614,Basic
46,50321,Gold
68,105942,Premium
36,94969,Silver
59,73985,Basic
25,101411,Regular
43,113495,Regular
35,107038,VIP
56,38969,Regular
27,29549,Premium
59,38829,Regular
55,35346,Basic
54,83821,Silver
65,59591,VIP
39,65015,Premium
45,94713,Premium
66,115779,Gold
41,73976,Premium
58,111620,Gold
62,38086,Silver
38,22051,Basic
32,65307,Silver
32,109626,Regular
34,52864,Regular
33,81183,Gold
22,109512,Gold
34,95368,Basic
48,43107,Silver
67,81032,Basic
42,49676,Silver
69,31040,VIP
67,52244,Silver
56,91087,Basic
27,111234,Silver
25,92981,Regular
30,61853,Basic
22,104393,VIP
49,80916,Premium
43,41769,Premium
54,115796,Premium
45,94698,Silver
53,82709,Gold
40,116191,Regular
42,110989,Gold
41,43240,Basic
35,76163,Gold
33,39095,Premium
66,75580,Gold
38,26685,Silver
65,38473,Premium
67,90957,Silver
65,32184,Gold
31,23098,Basic
24,63640,Basic
34,48184,Gold
37,85916,Basic
18,53176,Basic
27,33534,Gold
61,51761,Gold
31,101059,Silver
41,34118,Regular
36,55605,VIP
69,92679,VIP
22,68390,VIP
18,61635,Basic
20,25840,Premium
22,39023,Basic
28,72733,Gold
48,117426,Gold
39,98683,VIP
38,49600,Basic
20,58401,Premium
70,74699,Basic
56,35379,Silver
70,24463,Regular
42,49300,Regular
18,86536,VIP
18,42016,Premium
54,60906,Regular
64,115084,Silver
21,47626,VIP
20,107418,Basic
45,81179,Premium
61,117075,Basic
42,78027,Gold
41,97143,Basic
19,69049,Gold
22,24104,Premium
20,94167,Gold
43,69069,Basic
57,25057,Regular
36,85880,Regular
44,36061,Regular
19,38038,Regular
46,101871,Regular
33,36096,Regular
34,113810,Silver
22,63059,VIP
20,65113,Regular
18,113729,VIP
63,60474,Silver
34,99487,Premium
53,111707,Gold
38,79456,Silver
29,105156,VIP
36,33749,Gold
38,29284,Premium
32,33176,Premium
27,94917,Premium
33,22735,VIP
30,90612,VIP
56,36034,VIP
48,56345,Regular
29,116064,Premium
68,22244,VIP
23,117537,Premium
31,41581,VIP
40,86849,Regular
51,61322,Gold
21,91487,Regular
65,99950,Basic
61,105431,Gold
39,118399,Basic
51,92671,Gold
52,101163,Regular
41,55152,Regular
43,90894,Gold
27,86856,Regular
26,118122,Gold
19,58694,Gold
63,34237,Silver
25,73004,Premium
32,20933,Gold
54,47286,Premium
55,60798,Basic
54,55727,Regular
65,87536,Silver
46,45483,Premium
27,92129,Regular
30,108406,Gold
69,69877,Premium
23,98722,Basic
32,91121,Basic
27,70979,VIP
61,79467,Premium
69,51761,VIP
30,109133,Silver
35,41880,Gold
30,83208,Gold
35,93180,Gold
55,24697,Regular
31,93931,Gold
65,85063,Basic
56,95909,Regular
35,60554,Silver
54,109565,Gold
61,110019,Basic
29,104428,Gold
23,47091,Basic
25,38379,Silver
24,88920,Gold
19,44669,VIP
58,76888,Gold
46,114832,VIP
18,83391,Premium
48,84467,Silver
20,82957,Regular
34,54562,Basic
25,49486,Premium
49,26526,VIP
35,83268,Gold
53,111574,Gold
35,103278,Regular
47,33871,Gold
60,105535,Basic
19,39943,VIP
47,51118,Gold
21,47306,Regular
51,70618,VIP
34,119574,Basic
42,33224,Basic
22,71133,VIP
35,61521,Silver
21,22780,VIP
29,110733,VIP
68,51737,Silver
48,35401,Silver
45,24262,Gold
36,35336,Premium
25,119834,Gold
29,38670,Gold
22,98239,Gold
40,47473,Regular
37,54716,Silver
32,43551,Silver
32,59066,Premium
20,88756,Silver
60,48015,Regular
43,93460,Premium
37,73366,Premium
41,106655,Regular
64,31541,Gold
62,32402,Basic
24,104733,Silver
44,29329,Basic
58,106090,Gold
44,62024,VIP
40,70217,Gold
43,74063,Premium
28,63393,Silver
45,57451,Basic
53,104694,Gold
33,105160,Silver
44,29713,Regular
23,54651,Gold
31,25485,Premium
62,97724,Regular
61,74380,Silver
40,72574,Silver
22,86102,Premium
33,21224,VIP
21,47393,VIP
59,63466,Silver
27,47394,Basic
67,32035,VIP
52,104309,VIP
64,91544,Gold
27,77969,Regular
66,44870,Silver
26,49978,VIP
49,73848,Basic
60,82799,VIP
28,103331,VIP
38,43689,Premium
23,72648,Basic
62,39800,Basic
21,43611,VIP
44,106932,VIP
67,100885,Basic
49,52345,VIP
55,50702,Premium
23,41789,VIP
54,29119,Regular
50,20402,Silver
34,100459,Regular
32,48416,Silver
59,35740,Premium
67,39216,Regular
43,44775,Silver
68,71601,Basic
48,38827,Premium
61,97090,Premium
54,26642,Basic
32,32512,Basic
33,97381,VIP
53,74942,Basic
26,41783,Premium
26,70893,Premium
19,94029,VIP
61,85207,Premium
56,63684,Silver
54,108445,VIP
26,55476,Gold
29,82034,Silver
46,70145,Basic
26,110154,Gold
31,69144,Regular
34,106590,Silver
44,72369,Gold
31,79004,VIP
55,96790,Silver
22,81541,Gold
67,87171,Premium
64,97859,Silver
70,29202,Silver
40,99466,Premium
46,115584,Premium
53,60620,Gold
29,102645,Basic
21,37679,VIP
29,26770,Silver
23,41720,VIP
67,44774,Basic
52,54497,Basic
18,83931,Regular
66,104385,Regular
62,20416,Premium
50,64453,Premium
27,78546,VIP
54,49559,VIP
58,115341,Gold
69,89632,VIP
27,25297,Premium
19,26840,Silver
26,115261,Gold
42,20794,Premium
67,107117,Silver
50,42173,Regular
19,69140,VIP
23,46662,VIP
43,79569,VIP
44,109957,Regular
45,88188,Premium
35,119543,Silver
62,78877,Gold
25,94259,Regular
62,78416,Premium
19,49314,Regular
70,64485,Basic
33,49013,VIP
27,86087,Silver
24,78354,Basic
39,54485,Regular
26,119394,Premium
60,62748,Gold
23,62864,Regular
61,30454,Premium
33,35712,VIP
64,95850,Gold
32,47840,Basic
60,80408,Silver
42,44322,Basic
28,83018,Regular
32,24424,Gold
19,40526,Basic
58,114533,VIP
66,78687,Premium
42,104753,Gold
53,82040,Gold
62,53247,Gold
41,44872,Premium
54,48070,Basic
48,49172,Premium
55,99030,Regular
54,63015,VIP
62,89711,VIP
34,110682,VIP
57,76853,Regular
35,68685,Premium
61,37180,VIP
19,90931,Premium
23,60886,Basic
34,20754,Silver
19,62351,Regular
70,21567,Gold
27,74817,Gold
30,33139,Premium
26,113104,Silver
54,21106,VIP
41,104410,Basic
60,49484,Silver
56,36764,Gold
32,103500,Regular
27,37709,Basic
18,36838,Silver
59,34224,Basic
51,106105,VIP
36,91819,Basic
29,30336,VIP
37,87649,Regular
36,37427,Basic
55,79105,Premium
37,98265,Basic
42,59295,Regular
58,36757,Premium
42,50359,Basic
40,65235,Gold
55,37010,VIP
24,76617,Premium
62,25036,Basic
63,76117,Basic
18,63835,Gold
58,31054,VIP
50,43170,Silver
33,39289,Basic
48,70121,Regular
37,58125,Gold
63,82702,Silver
60,34045,Silver
31,119577,VIP
49,108164,Gold
53,75225,VIP
63,114943,Premium
59,82198,Basic
61,101001,Regular
21,95526,VIP
38,34909,Silver
22,101865,Gold
55,119959,Silver
53,52793,VIP
32,35231,Regular
37,92134,Basic
22,71074,Premium
58,36961,Silver
26,106735,Gold
70,68379,Regular
47,81003,VIP
21,35806,VIP
66,85049,Basic
28,74340,Regular
41,52850,VIP
62,72627,Gold
58,55292,VIP
69,101181,Silver
64,23079,Gold
59,116699,Regular
32,21387,VIP
38,41814,Basic
55,116420,Basic
26,56699,Premium
36,82592,VIP
43,48358,Premium
18,96236,Regular
41,109780,Gold
22,75522,Silver
59,55814,VIP
49,38879,Silver
55,20506,Gold
70,21303,Silver
39,118358,Premium
57,89645,Silver
23,35704,Regular
26,36275,VIP
53,70285,Basic
31,57748,Gold
50,94790,Regular
52,33096,VIP
40,27608,Silver
34,39244,VIP
44,47721,Silver
44,37267,Gold
48,46648,Premium
68,96706,Regular
31,44644,Silver
32,46902,VIP
32,96580,Basic
50,89452,VIP
65,55956,Gold
67,48504,Gold
59,107260,VIP
56,29108,Basic
42,29334,Premium
41,48893,Premium
50,57497,Regular
27,119925,Regular
70,22639,Gold
25,34421,Gold
66,106936,VIP
66,37763,Silver
35,57534,Basic
59,104824,Regular
46,27041,Premium
58,69274,Premium
66,22533,Regular
18,62901,VIP
29,35446,Premium
66,45674,VIP
26,67396,Silver
67,98842,Silver
52,36855,VIP
50,38706,Silver
68,80710,Premium
23,37671,Basic
51,105190,Regular
51,34650,Silver
64,20925,Silver
26,59032,VIP
66,58108,Basic
27,117682,Regular
44,31063,Premium
22,115145,Premium
62,93854,Premium
54,72069,VIP
22,28421,Basic
66,102515,Gold
31,113928,Silver
38,105316,Silver
43,91960,Gold
47,41348,Premium
50,52956,Regular
70,92839,VIP
57,74996,Premium
48,29436,Gold
19,88640,Premium
36,85923,VIP
70,81072,Regular
47,94118,VIP
29,83441,Regular
19,97634,Premium
43,89310,Premium
61,44958,Basic
22,80778,Silver
20,77564,Silver
37,29153,Gold
66,57406,Regular
39,83242,Gold
23,38233,Regular
34,116288,VIP
29,51590,Silver
41,52817,VIP
25,89482,VIP
20,23558,Premium
53,30829,Premium
34,94858,Regular
69,23125,Basic
55,104809,VIP
29,21678,Premium
65,48820,Regular
63,116961,Silver
44,40917,Silver
25,29409,Regular
55,79511,Premium
59,76007,Basic
24,99306,VIP
19,93381,Silver
53,24273,Gold
32,89774,Basic
54,77008,Premium
70,34015,Silver
27,103023,Regular
34,84226,Gold
40,101150,Regular
56,42919,Regular
43,98505,Basic
63,56178,Premium
33,33172,VIP
41,105730,VIP
22,59145,VIP
67,22794,Regular
66,94280,Regular
40,38749,Premium
69,110119,Silver
64,72260,Gold
21,62413,Silver
59,98531,Gold
60,114654,Gold
69,113909,Basic
56,56360,Gold
32,26270,VIP
57,20904,Regular
58,59223,Premium
22,91932,Premium
18,33117,Premium
26,37578,VIP
31,88153,Regular
33,63279,Regular
42,91493,Gold
45,49261,Gold
59,71423,VIP
38,106155,VIP
65,38853,Basic
42,49378,Silver
35,110490,VIP
58,44906,Silver
64,71650,Basic
24,76685,Silver
25,32375,Premium
44,48784,VIP
31,68379,Regular
62,56167,Basic
45,90451,Basic
22,108982,Premium
70,84860,Basic
46,43101,Regular
21,45798,Basic
58,59407,Silver
58,58181,Basic
20,81081,Silver
37,114927,Gold
23,118955,Basic
54,23565,Gold
26,117366,Premium
49,46327,VIP
24,113710,Premium
59,55400,Basic
61,75746,Premium
52,102412,Regular
64,90505,Basic
24,21875,Gold
24,116015,VIP
40,72351,VIP
37,76608,Gold
28,106701,Regular
29,77988,Gold
46,111839,Premium
27,95040,VIP
54,55350,Basic
67,22097,Gold
59,104945,Regular
23,112881,Premium
63,72805,Regular
65,49690,VIP
42,108021,Premium
61,51617,Regular
41,114226,Silver
18,103972,Basic
47,26772,Premium
57,92717,Gold
19,76801,Silver
41,114154,Silver
31,29969,Gold
22,102610,VIP
31,100671,VIP
20,22074,Silver
26,68917,Regular
45,67474,Basic
65,93439,Premium
29,66493,Gold
50,55087,Regular
27,43824,Premium
36,76175,Premium
44,29773,Regular
39,99511,Premium
63,47733,Silver
20,66515,Silver
25,84110,Premium
54,25254,Regular
31,28836,Regular
21,49956,Regular
44,31201,Premium
25,28253,Premium
39,57700,VIP
55,72376,Basic
39,81261,Premium
56,73497,Gold
62,42937,Premium
28,61998,Gold
23,45649,Premium
41,102791,VIP
33,51197,VIP
47,41835,Regular
42,35302,Premium
46,67035,Premium
49,31200,VIP
48,50112,Silver
50,100009,Basic
49,67700,Premium
53,100580,Gold
23,29970,Silver
33,51876,Regular
42,92934,Premium
47,106085,VIP
56,31815,VIP
22,78638,Basic
33,86650,Silver
54,52459,Silver
36,70702,VIP
18,24768,VIP
56,62069,Basic
59,89898,Silver
48,71013,Regular
32,102802,Gold
39,51595,Gold
48,77785,Regular
32,91030,Regular
37,111682,Basic
27,100438,Basic
64,90963,Premium
35,39191,Gold
46,39547,VIP
19,112122,Silver
37,88677,Premium
22,56973,Regular
43,35596,Regular
33,67746,VIP
30,75556,VIP
24,118312,Basic
51,116017,Silver
57,72229,Gold
61,44773,Gold
22,107056,Basic
37,68248,Premium
20,63277,Basic
44,92055,Silver
18,102234,Premium
29,115193,Basic
41,48966,Premium
21,73999,Premium
35,79100,Premium
31,55485,Basic
30,111299,Gold
24,24786,VIP
70,86972,Regular
36,115092,Premium
28,68604,Basic
64,50438,VIP
27,54297,Regular
38,99337,Silver
26,67592,Premium
37,31029,Regular
24,113518,Gold
26,111716,Premium
61,53496,Gold
58,29411,Premium
30,35363,Regular
31,55106,Silver
70,117780,Basic
69,32052,Gold
60,111769,Silver
49,60337,VIP
44,89261,Basic
66,104497,Premium
27,70798,Gold
53,21670,Basic
18,63984,VIP
24,68555,Regular
45,116550,Regular
53,60832,VIP
52,97469,Premium
43,115580,Gold
24,116408,Gold
28,48680,Gold
23,119362,Basic
25,78423,Basic
28,47500,Premium
28,41950,Gold
49,36477,Gold
50,99441,Regular
21,42036,Silver
42,87165,Basic
29,95868,Regular
